tweet,timestamp,user_account,label_india,label_cti
"?? Alert : Al Ahad claims to target India ?? A recent post by the group indicates that they are targeting the infrastructure of India.
#India
#cyberattack #infosec #threatintel https://t.co/OFtGfvpnnS",FalconFeeds.io,Thu Sep 12 10:20:37 +0000 2024,1,1
"Why hackers love India
The healthcare sector in particular is facing numerous attacks.
#hacking #cyberattack #India #DW https://t.co/TL22KrndM6",Sun Aug 25 08:10:38 +0000 2024,The Indian Express,1,1
"?????? ????? ?????? ??-????????? ????? (I4C) ?????, ??????????? ????????? ??????? ????? ????????????? ???????? ?? ?????? 2024 ??????? ??????? ???? ?????? ?????? ???? .??@Sreeparna_b17
https://t.co/a2thsG2cOK
#CyberSecurity #CyberAttack #India https://t.co/adZbZQ0rrk",Sun Aug 25 10:00:00 +0000 2024,ORF Marathi,1,1
"Average cost of data breaches in #India hits $2.18 million: #RBI report!
https://t.co/KOQLIC1tiB
#vulnerability #2fa #RCE #ZeroTrust #ZeroDay #cybercrime #hacker #privacy #APT #bot #CISO #DDoS #hacking #phishing #CyberAttack #cybersecurity #Security #infosec #AppSec #CyberSec",Tue Jul 30 01:55:46 +0000 2024,???????????? ??????????????????????????,1,1
"New claim on the shame-site for #ransomware / #datatheft group #RansomHub.
Organization: Vinati Organics Ltd.
Location: #India
Industry: #ChemicalManufacturing
Staff: 1,001-5,000 employees
Learn more at https://t.co/nVcU8y8Rj3",Wed Sep 11 04:35:03 +0000 2024,Threat and Risk Intelligence Services - eCrime.ch,1,1
"New claim on the shame-site for #ransomware / #datatheft group #KillSecurity.
Organization: Arthvit 1809 Tech Pvt. Ltd. / Rupicard
Location: #India
Industry: #FinancialServices
Staff: 51-200 employees
Learn more at https://t.co/nVcU8y8Rj3",Tue Sep 10 19:15:03 +0000 2024,Threat and Risk Intelligence Services - eCrime.ch,1,1
"Click, bet, lose: How online swindlers lure, trap and exploit people in #India

https://t.co/bLyWZhK9gY

#vulnerability #2fa #RCE #ZeroTrust #ZeroDay #cybercrime #hacker #privacy #APT #bot #CISO #DDoS #hacking #phishing #CyberAttack #cybersecurity #Security #infosec #AppSec",Sun Aug 11 09:35:09 +0000 2024,???????????? ??????????????????????????,1,1
"#India recording two cybercrime complaints a minute, says top govt. officer! https://t.co/3JgqPivz1N #vulnerability #2fa #RCE #ZeroTrust #ZeroDay #cybercrime #hacker #privacy #APT #bot #CISO #DDoS #hacking #phishing #CyberAttack #cybersecurity #Security #infosec #AppSec",Sun Aug 11 09:20:02 +0000 2024,???????????? ??????????????????????????,0,1
"?? @WazirXIndia hacker moves $6M in stolen crypto to @TornadoCash! The plot thickens as the hunt for the culprit intensifies.
Discover more: https://t.co/9R6UIXW2Zm
@CsharpCorner
@CyversAlerts
#Blockchain #CryptoSecurity #Hacker #WazirX #TornadoCash #India #Ethereum",Tue Sep 03 09:13:25 +0000 2024,WEB3 Universe,1,1
"This is why India, South Korea, France like countries are investigating and thinking about to implement strict regulations on Social media, Internet under the e Domestic laws.
#Israel #India
#IRAN #hacker https://t.co/kO0oNfQ4AL",Thu Aug 29 04:50:15 +0000 2024,?????? ???????? ??,1,1
"In Hacker House Goa
Le me as an Data Scientist
#Web3 #nillion #meme #hacker #hackathon #India
#Goa #goat https://t.co/8OieuEU8EG",Sat Aug 10 16:48:35 +0000 2024,Sandeep Akash,0,0
"@mehulshahca Fake claim h
they may be actually planning to run away with the investor #money
they will simply give #Hacker their cut &amp; enjoy their life
#India m to 1 dept ki audit thik se nhi ho pati
kon si police #SouthKorea jaegi Mon Jul 22 16:58:04 +0000 2024
#WazirXvictim #Reducecryptotax Dear Hacker
My lifetime savings invested in crypto now I don't option to survive please return our funds ??
@WazirXCares @pushpendrakum
@simplykashif @NischalShetty
@WazirXIndia @Crypto_Jargon @bitinning @earnwithrk @earnwithsapna
#Coindcx #Crypto #India
#WazirX #hacker",Thu Jul 18 11:23:00 +0000 2024,HiccupPup??,1,1
"#BREAKINGNEWS : According to reports, the #hacker group known as ""#MuddyWater"" used a new private malware program to target #Azerbaijan, #Portugal, #Turkey, #SaudiArabia and #India.
?? https://t.co/VG38PwlMIW https://t.co/i4DLUVD9MH",Thu Jul 18 09:46:37 +0000 2024,GunAzTV International,1,1
"The Indian Computer Emergency Response Team, or CERT-IN, has flagged multiple vulnerabilities in Apple software products and given them a severity rating of ‘High’.
To know more read on below ??
#certin #Apple #security #vulnerability #india
https://t.co/EQp3TJXMOE",Mon Aug 05 16:58:19 +0000 2024,The Smart Innovator,1,1
"Monitoring #India's Mangroves: A @CIFOR_ICRAF initiative with support &amp; partnership from Forest depts &amp; research institutes. Collection of crucial field data for assessing coastal #vulnerability &amp; #resilience of #mangroves.
@elianeubalijoro @iiserkol @wii_india @mssrf @APEnvFor https://t.co/WtW21jIUsn",Thu May 16 11:51:51 +0000 2024,Rupesh K Bhomia,1,1
"Indian Computer Emergency Response Team (CERT-In) warns indian Samsung Galaxy Mobile users. Multiple vulnerabilities have been reported in Indian Samsung smartphones running on Android 11, 12, 13 &amp; 14.
#Samsung #vulnerability #technews #tech4bliss #India #smartphone #Hacking https://t.co/Et1sI1sw5S",Thu Dec 14 17:44:27 +0000 2023,Tech4Bliss,0,0
"Uncovering Vulnerabilities: Security Flaws Discovered on the Indian Prime Minister’s @narendramodi Website. https://t.co/QH6KenPyEq
#bugbountytips #bugbounty #cybersecurity #vulnerability #disclose #narendramodi #PMOIndia #india #bharat",Thu Sep 07 04:53:10 +0000 2023,Biswajeet Ray????,1,1
Indian Govt Issues Warning For Android User #android #vulnerability #security #india https://t.co/cwifdXRC8O,Thu Oct 12 13:42:35 +0000 2023,Geek Gokul,1,0
"CERT-In Vulnerability Note CIVN-2023-0360
Multiple Vulnerabilities in Samsung Products
Original Issue Date: December 13, 2023
Severity Rating: HIGH
Software Affected Samsung Mobile Android versions 11, 12, 13, 14
#India #certin #Samsung #Vulnerability #Android #SamsungMobile https://t.co/8jbL4sr82e",Fri Dec 15 18:22:19 +0000 2023,Parthapratim Dash,0,1
"The Trap: Inside the blackmail scam destroying lives across India - BBC World Service Documentaries
https://t.co/haMqU9jjUj
#Singapore #Malaysia #Indonesia #Batam #Medan #Siantar #batak #sinaga #scammer #Trap #blackmailscam #India #BBCWorldService
https://t.co/Q0cLzvoXeH",Wed Aug 14 01:58:01 +0000 2024,scam syndicates,0,1
"@UnionBankTweets please catch this #scammer #fraud
#saftyalert
Never download or interact with such numbers.
@RBI
#bank #india https://t.co/sI94JJ5Sm6",Tue Aug 13 08:06:44 +0000 2024,Pankaj Kumar,1,0
"#ScamAlert #SCAM #cybercrime
ANYONE WHO GETS MESSAGE LIKE SBI YONO ADHAAR.apk as file
. Please do not click and don’t install these apps #fake
#YONO #SBI @TelanganaDGP sir please arrest these bastards @CYBTRAFFIC @TheOfficialSBI #scammer #india @AshwiniVaishnaw https://t.co/oTX3aLk94t",Sat Aug 10 05:43:40 +0000 2024,vyas laxminarayana(lakhan vyas),1,1
"This is a #scammer and #fraud from #India whom @PMOIndia needs to act against ASAP. And, hopefully this will be in the news when these thieving dirtbags are taken down. Tagging @narendramodi personally as well. https://t.co/riRJ4vuYFu",Wed Aug 07 15:34:45 +0000 2024,Mehul Kamdar,1,1
"?? Acknowledged by Indian Government - NCIIPC ???? ??
Found Critical Election Data and People's Voter ID leakage on one of the Indian Government site.
It was dup, but still happy to secure India.
#government #hacking #pentesting #india #leakage #data #voterid #nciipc https://t.co/FPP5cwWJrR",Tue Sep 10 03:21:36 +0000 2024,Sanghvi Manan,1,1
Hacker Transfers $6.5 Million in Stolen WazirX Funds to US-Sanctioned Tornado Cash https://t.co/UjIs8rc7qw #Cryptocurrency #AANews #CryptoNews #Hacking #India,Wed Sep 04 08:20:08 +0000 2024,Crypto Mak,1,1
"La infraestructura crítica de India, sufre un aumento de ciberataques https://t.co/2sX8ObpjwD #ciberseguridad #ciberataques #hacking #india #infraestructurascriticas",Wed Aug 28 19:42:20 +0000 2024,??????? ????,1,1
"Chinese hackers breach #US, #India internet firms, Lumen says
#VersaNetworks
#BlackLotusLabs @LumenTechCo
#China #VoltTyphoon #Hacking
https://t.co/wVgbT3NWOv
Via https://t.co/tiBqQxdx4s https://t.co/dCxrWgDiz5",Wed Aug 28 04:48:43 +0000 2024,Infoblaze INDIA,1,1
"??Just In??
?? WazirX to Resume INR Withdrawals, But Users' Crypto Remains Frozen Post-Hack! ?? #WazirX #CryptoNews #INR #Blockchain #CyberSecurity #CryptoCommunity #Hacking #India
??Read More: ?? https://t.co/p8lx5IlrbZ
#Bitcoin #BTC #Crypto #blockchain #web3 #NFT",Fri Aug 23 18:34:12 +0000 2024,TSGG.XYZ,1,1
"Zee Media’s website has been taken over by hackers from Bangladesh.
They say this is in retaliation to Zee “making fun of Bangladesh.”
In response a Cyber attack by Indians on Bangladesh is expected!!!!
#Bangladesh #Hacking #ZeeNews #India https://t.co/SDaEBmS8we",Wed Aug 21 22:16:03 +0000 2024,Voice of Bharat,1,1
"S3 bucket takeover generates ?3000 ??
Anyway thanks team @com_olho for the bounty &amp; excellent support
#BugBounty #InfoSec #EthicalHacking #Cybersecurity #Comolho #SecurityResearcher #linkedin #india #noida #delhi #mumbai #pune #bug #devsecops #hacking #hackthebox https://t.co/U7I1WZJAE2",Fri Jul 19 20:20:31 +0000 2024,yaswanth sai,1,1
"javascript:var a=""ale"";var b=""rt"";var c=""()"";decodeURI(""&lt;button popovertarget=x&gt;Click me&lt;/button&gt;&lt;cybertix onbeforetoggle=""+a+b+c+"" popover id=x&gt;CYBERTIX&lt;/cybertix&gt;"")
#bugbountytips #bug #XSS #India",Mon Jul 15 11:31:12 +0000 2024,??????? ????,1,1
"?????? ???????????? ??????????????:
javascript?:var a=""ale"";var b=""rt"";var c=""()"";decodeURI(""&lt;button popovertarget=x&gt;Click me&lt;/button&gt;&lt;cybertix onbeforetoggle?=""+a+b+c+"" popover id=x&gt;CYBERTIX&lt; ;/cybertix&gt;"")
#bugbountytips #bug #XSS #India https://t.co/ZcHXxjc41d",Sun Jul 14 06:44:57 +0000 2024,Cybertix,1,1
"@instagram Is @instagram @Meta #India reading &amp; following the issue faced in different parts of world. #bug #instagramdown #Crash Fri Jul 12 02:44:27 +0000 2024 Nimit Savant?? This is irritating why don't people talk about this? I always want to tag a location but can't find any Indian location to tag. This only happen for the places in India. ??
#x #bug #India https://t.co/wwmDLnw2VY",Sat Jun 29 21:21:40 +0000 2024,Nirmal Shah,1,1
"Hey @GoibiboSupport @goibibo What's happening with your booking system, Skyscanner referral page is not rendering and the same is happening via the App and the website. @goibibo_tech. I believe I deserve some recognition for pointing out this gaping hole!!
#bug #goibibo #India https://t.co/880oRAETd6",Mon Apr 22 00:39:20 +0000 2024,Athul,1,1
"?? Big bust by ED! ?? Alleged cyber fraud syndicate posing as CBI/Customs officers defrauded crores. Key arrests: Tamilarasan Kuppan, Prakash, Aravindan, and Ajith from Tamil Nadu. ED suspects Chinese nationals’ involvement. #CyberCrime #Fraud #ED #India https://t.co/qcBakv6Vob",Sat Sep 14 08:18:42 +0000 2024,@shreedhar,1,1
"India: Gov't unveils 4 new initiatives to address growing cybercrime including national criminal suspect registry and training of 5000 new cyber roles
https://t.co/hlwkBJ4e3O
#india #cybersecurity #datasec #cybercrime #asiatechnews #technologynews #startupindia #cybersec",Sat Sep 14 01:55:01 +0000 2024,sia's Tech News / Startup News Asia,1,0
I am getting frequent spam calls saying that Telephone department my number is going to get blocked in 30 minutes to STOP FROM blocking they are demanding money @TRAI @cyberabadpolice @Cyberdost @JM_Scindia @narendramodi @PMOIndia #spamcall #moneyspam #cybercrime #india #modi https://t.co/YmjzLHBFsQ,Fri Sep 13 09:51:18 +0000 2024,Rahul Reddy,1,1
"#Hyderabad 080 3505 9444 #spamcall number please be aware.
Check #Truecaller on this number.
#CyberSecurityAwareness #CyberMonday #SPAM #CALLS
#India",Wed Nov 01 13:27:48 +0000 2023,Kartha Veera Arjuna,1,1
"????? ??? ?? ????? ????, ?? ?? ??? ?? ??? ??? ????? ???? ?? ???? ???
#TRAI #FakeCalls #CallerID #UnknownCall #PhoneCall #Spam #SpamCall #India #nextindiatimes https://t.co/1LiveJ5IXX",Sat Feb 24 13:30:52 +0000 2024,NEXTINDIATIMES-NIT,1,1
"@TRAI Please cancel all the numbers of #BajajFinance. They have infinite phone numbers.
Despite blocking 50+ numbers they keep calling everyday from different numbers shamelessly.
@DelhiPolice @ArvindKejriwal @GoI_MeitY
#India #SpamCall #Fraud #scammer",Fri Jun 09 13:05:19 +0000 2023,AJ | ?????????? ?????? ????,1,0
@indialends Can you stop calling me for loans ? I have enabled DND. And daily blocking 10 numbers. And Still getting call from you. #Spamcall #India #indialends,Tue Jun 06 10:18:57 +0000 2023,Malavan Hari,1,1
"@BajajAllianz can you please stop your spam and IVR Calls. We have our personal and professional. We do not have much time to speak with your Bizzare IVR. Thank you??????
#spamcall #ConsumerRights #india @BajajAllianzLIC @tapansinghel @republic @TV9Telugu",Fri Oct 27 09:35:37 +0000 2023,Lavan,0,1
"??DDoS Alert??

RipperSec claims to have targeted the website of Harco Bank. 

NB: site is down at the moment

#India 
#ddos #CyberAttack #threatintel #CTI https://t.co/YMq8Z35wQm",Thu Oct 03 06:27:43 +0000 2024,FalconFeeds.io,1,1
"FalconFeeds.io ?? DDoS Alert ??

RipperSec claims to have targeted the website of RetroEV.

NB: site is down at the moment 

#India
#ddos #CyberAttack #threatintel #cti https://t.co/enGUc8CMsQ ",Mon Sep 23 06:17:53 +0000 2024,FalconFeeds.io,1,1
"FalconFeeds.io ?? DDoS Alert ??

RipperSec claims to have targeted the website of IIT Mandi 

NB: site is down at the moment 

#India 
#ddos #CyberAttack #threatintel #CTI https://t.co/Qa3RG4ZyXJ",Wed Sep 18 06:38:16 +0000 2024,FalconFeeds.io,1,1
"FalconFeeds.io ?? Alert ??

The groups Khilafah Hackers and Dxploit, operating under Tahrir Ul Ummah, have officially allied with KALEGY319. They claim to target India under the campaign named ""OperationIndia"".

#India
#CTI #ThreatIntel #InfoSec #CyberAttack https://t.co/YOuoUMkrLF",Tue Sep 17 12:32:36 +0000 2024,FalconFeeds.io,1,1
"?? Alert : Al Ahad claims to target India ??

A recent post by the group indicates that they are targeting the infrastructure of India.

#India
#cyberattack #infosec #threatintel https://t.co/OFtGfvpnnS",Thu Sep 12 10:20:37 +0000 2024,FalconFeeds.io,1,1
Are governments able to keep up with cyberattacks from Bad actors? Recently India's Power Grid CCTV images appeared in Taiwan and South Korea! How did this happen? And who detected it first? Sensational revelations! #cyberattack #India https://t.co/p5vShhA2Qv @AshwiniVaishnaw,Mon Oct 07 13:41:32 +0000 2024,Sree Iyer,1,1
"????????? ????? ?? ?????? ?????? ?? ????? ????..!
????????? ???? ????????? ???? 186 ????????? ???? ??? ???..? ????? ???? ?? ?????? ?? ???? ???? ?????? 72 ???? ?? ??? l #Uttarakhand #CyberAttack #CyberFraud #IPSOfficer #Bharat #India #searchindianews https://t.co/NZDYdxdv1x",Fri Oct 04 12:52:18 +0000 2024,Search India News (???? ?????? ??????),1,1
"(???? ?????? ??????) ????????? ?? ?????? ?????? ?? ????? ????...!
???? ????????? ???? 186 ????????? ???...????? ???? ?? ?????? ?? ???? ???? ?????? 72 ???? ?? ??? l #Uttarakhand #CyberAttack #CyberFraud #IPSOfficer #Bharat #India #searchindianews https://t.co/nTRXOrXPjX",Fri Oct 04 11:42:00 +0000 2024,Search India News (???? ?????? ??????),1,1
"?? Data Breach Alert ??

A member of BreachForums has posted about a significant data breach involving Andamen. The compromised data includes information on 26,000 individuals, such as Full name, Email address, Phone number, State, Country, etc.

#India
#Cyberattack #Databreach https://t.co/XMyHPjAEj4",Wed Oct 02 21:25:31 +0000 2024,FalconFeeds.io,1,1
"#BREAKING:

"" Cyber attack on multiple Indian nuclear power plants, emergency declared "".

#India #NuclearEnergy #CyberAttack https://t.co/2Y82KvMmTS",Tue Oct 01 16:26:26 +0000 2024,?????????????? ????????????????,1,1
"?? A governmental website of #India, hxxps://museumsrajasthan[.]rajasthan[.]gov[.]in/common/anjim[.]htm, was reportedly hacked by Iman19x.

#CyberAttack #Hacktivist #India https://t.co/yKxGlB042P",Mon Sep 30 19:33:06 +0000 2024,cyberundergroundfeed,1,1
"#India ???? #Brazil ???? - Kill Security has announced 3 new victims on its blog site.

???? - Porter
???? - Poorvika Mobiles Private
???? - Portal da Nota Fiscal Eletrônica#DarkWeb #cyberattack #databreach https://t.co/3fcheKOnOV",Mon Sep 30 16:00:00 +0000 2024,Dark Web Intelligence,1,1
"India cracks down on leaked Aadhaar and PAN data, blocks insecure websites
https://t.co/cuJ1zYTgPD

#India #Aadhaar #aadhaarcard #PAN #vulnerability #2fa #RCE #ZeroTrust #ZeroDay #cybercrime #hacker #privacy #APT #bot #CISO #DDoS #hacking #phishing #CyberAttack #cybersecurity",Thu Sep 26 17:29:49 +0000 2024,???????????? ??????????????????????????,1,1
"First India YouTuber #RanveerAllahbadia's YouTube channels, including #BeerBiceps, were hacked on Wednesday night and renamed ""Tesla"" by cyber attackers.

#YouTube #RanveerAllahbadia #Hack #India #Cyber #CyberSecurity #CyberAttack #Tesla #YouTubeChannel #YouTubeHack #Rename #Podcast https://t.co/2M7PdtS6yL",Thu Sep 26 12:47:11 +0000 2024,,1,1
"?? Data Breach Alert ??

A member of BreachForums has posted about a significant data breach involving Palamuru University, Mahabubnagar. The leaked data includes names, email addresses, physical addresses, passwords, etc. 

#India
#Cyberattack #Databreach #Darkweb #InfoSec https://t.co/xs3ZjaLom1",Sat Sep 21 13:01:35 +0000 2024,FalconFeeds.io,1,1
"?? Data Breach Alert ??

A threat actor claims to have leaked the voter data from the Punjab Legislative Assembly Election 2022. The data includes information on 20,907,626 voters.

#India
#Cyberattack #Databreach #Darkweb #InfoSec https://t.co/kdArCxShGh",Fri Sep 20 09:29:42 +0000 2024,FalconFeeds.io,1,1
"?? Data Breach Alert ??

A member of BreachForums has posted about a significant data breach involving AirFinch. The claimed data includes information on 2,150 users, with data ranging from 2019 to 2024, such as User ID, First Name, Email, etc.

#India
#Cyberattack #Databreach https://t.co/xscvHUu6a8",Thu Sep 19 18:37:52 +0000 2024,FalconFeeds.io,1,1
"Threat Actor Allegedly Selling Bharat Petroleum Database
#BreakingNews #Trending
#CyberAttack #CyberSec #India
#securitybreach
https://t.co/IHee91un9D",Wed Sep 18 11:49:30 +0000 2024,India Cyber Security News,1,1
"?? RansomHub Ransomware Alert ??

RansomHub #ransomware group has added 2 new victims to their #darkweb portal.

- M.KARRARI ????
- Melange Systems Pvt Ltd ????

#Brazil #India
#RansomHub #cti #cyberattack https://t.co/fIYqdW6Hlf",Sun Oct 27 07:29:10 +0000 2024,FalconFeeds.io,1,1
"The #cyberattack on #SaudiArabia's petrochemical plant underscores the urgency for #India to bolster cybersecurity in its chemical sector, preventing potential tragedies and safeguarding public safety, writes Shravishtha Ajaykumar https://t.co/1Ybj12VNMp",Sat Oct 26 15:05:00 +0000 2024,ORF,1,1
"?? Data Breach Alert ??

A threat actor on BreachForums has listed the Chandigarh Golf Club data for sale. The compromised dataset includes more than 5,000 records containing full names, email addresses, phone numbers, addresses, etc.

#India #Cyberattack #Databreach #Darkweb #InfoSec",Sat Oct 26 09:03:59 +0000 2024,FalconFeeds.io,1,1
"Maritime Shipping: Cyber Actors Threaten Global Routes

Click on the link to find out more.

#cyberattack #shipping #maritime #apt #china #india #usa

https://t.co/XYbTY2JNBm",Sat Oct 26 06:00:13 +0000 2024,Grey Dynamics,1,1
"?? Ransomware Alert ??

HUNTERS INTERNATIONAL #ransomware group has added 2 new victims to their #darkweb portal.

- Ambica Steels Ltd ????
- Niko Resources Ltd ????

#India #Canada
#HUNTERSINTERNATIONAL #cti #cyberattack https://t.co/DFGg4PZkzq",Fri Oct 25 13:27:26 +0000 2024,FalconFeeds.io,1,1
"iZOOlogic has uncovered a phishing campaign exploiting PaaS platforms to deceive users and target financial companies in a bid to harvest data.

#PhishingCampaign #PaaS #India #FraudulentWebsites #Cyberattack

https://t.co/C4u7fczWL8 https://t.co/QCP1hERQ4p",Fri Oct 25 13:01:56 +0000 2024,iZOOlogic,1,1
"?? LYNX Ransomware Alert ??

LYNX #ransomware group has added 3 new victims to their #darkweb portal.

- Denkali ????
- Valuemax Group Ltd ????
- Precision Electrical Systems ????

#India #Singapore #USA
#Lynx #DataBreach #CyberAttack #infosec https://t.co/aaT45Fffxm",Fri Oct 25 11:38:32 +0000 2024,FalconFeeds.io,1,1
"?? Kill Security Ransomware Alert ??

Kill Security Ransomware Group has added 4 new victim to their #darkweb portal.

- NoBroker ????
- Government of Brazil ????
- SW Reclaim ????
- Wilson Tarquin Ltd ????

#India #UK #Brazil
#KillSecurity #Ransomware
#DataBreach #CyberAttack #Infosec #CTI",Fri Oct 25 06:07:34 +0000 2024,FalconFeeds.io,1,1
"The #cyberattack on #SaudiArabia's petrochemical plant underscores the urgency for #India to bolster cybersecurity in its chemical sector, preventing potential tragedies and safeguarding public safety, writes Shravishtha Ajaykumar https://t.co/aKiJ3365ig",Fri Oct 25 04:45:00 +0000 2024,ORF Kolkata,1,1
"?? RA World Ransomware Alert ??

RA World #ransomware group has added 2 new victims to their #darkweb portal.

- Prince Pipes and Fittings Ltd ????
- P+B Team Aircargo Service GmbH ????

#India
#Germany
#RAWorld #DataBreach #CyberAttack #infosec https://t.co/tu6d9qEanF",Thu Oct 24 02:17:03 +0000 2024,FalconFeeds.io,1,1
"The #cyberattack on #SaudiArabia's petrochemical plant underscores the urgency for #India to bolster cybersecurity in its chemical sector, preventing potential tragedies and safeguarding public safety, writes Shravishtha Ajaykumar https://t.co/aKiJ335xsI",Wed Oct 23 07:00:01 +0000 2024,ORF Kolkata,1,1
"?? Cyber Threat Alert: Indian Hacktivist Group Targets Canada’s Digital Infrastructure ??

The Indian Cyber Force, a pro-Indian hacktivist group, has issued a public threat to launch cyber attacks on Canada’s digital infrastructure.

#Cyberattack #India #Canada https://t.co/HXJse0e3Ok",Tue Oct 22 07:28:07 +0000 2024,Anonymous Palestine ????,1,1
Pakistan ?? Bharat ?? Cyber Attack With Amit Singh #cyberattack #pakistancyberattack #cybersecurity #pakistan #india #podcaswithamitsingh #cybercrimepodcast #cybersecurity #cyberscam #podcastnew #newpodcast #hacker #hacking #hackingsites https://t.co/Qiy5ixWBS7,Thu Oct 17 06:30:00 +0000 2024,Pooja Singh,1,1
